Buyer Name,S/O No,S/O Date,Order No,Order Date,PO Srl,Style No,Item Code,Drg.No,Size,Order Qty,Pack Qty,Sale Qty,Cncl.Qty,O/S Ord.Qty,Unit,Delivery Date,Department,Rate,Gross Value,Currency,Commitment Dt,Payment Term,S.O Comment,Item Description,Pack Slip No,Pack Slip Dt,Currency Value,Dept.Remark,Cust Code,DIE Indend,SO SPL.Remark
HIGH SKILL ENGINEERS LLP,F-1129/25-26,22-Sep-25,PO/0292/25-26,17-Sep-25,8,STYLE NA-703,IN401834,UG1615557-0450 REV. 35,45.2 X 28.6 X 7.9 MM,150.000,0.000,0.000,0.000,150.000,SET,27-Oct-25,ABHISHEK,1.0000,150.00,INR,,100% WITHIN 30 DAYS,,COMBINATION PACKING RING SET COMPRISING OF 2 NOS. EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING REINFORCED WITH INCONEL WIRE IN SINGLE OBLIQUE CUT AS ITS TOP AND BOTTOM RINGS HAVING DENSITY 1.6 G/CC. AND MULTIPLE NOS. FLEXIBLE PURE GRAPHITE COMPR,,,150,,00914,No,UNDER CLARIFICATION DUE TO WRONG RATE
HIGH SKILL ENGINEERS LLP,F-1129/25-26,22-Sep-25,PO/0292/25-26,17-Sep-25,9,STYLE NA-703,IN401840,UG1615557-0560 REV. 35,51.6 X 34.9 X 7.9 MM,50.000,0.000,0.000,0.000,50.000,SET,27-Oct-25,ABHISHEK,214.2100,10710.50,INR,,100% WITHIN 30 DAYS,,COMBINATION PACKING RING SET COMPRISING OF 2 NOS. EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING REINFORCED WITH INCONEL WIRE IN SINGLE OBLIQUE CUT AS ITS TOP AND BOTTOM RINGS HAVING DENSITY 1.6 G/CC. AND MULTIPLE NOS. FLEXIBLE PURE GRAPHITE COMPR,,,10710.5,,00914,No,-
HI-TECH BUTTERFLY VALVES INDIA PVT. LTD,F-1045/25-26,8-Oct-25,HTBV/PO/1455,8-Sep-25,1,STYLE NA-701,GPC/189,-,49 X 33 X 8 MM,500.000,0.000,0.000,0.000,500.000,NOS,7-Nov-25,SPK,50.0000,25000.00,INR,,100% ADVANCE AGAINST PROFORMA INVOICE,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC.,,,25000,,00614,No,-
HI-TECH BUTTERFLY VALVES INDIA PVT. LTD,F-1045/25-26,8-Oct-25,HTBV/PO/1455,8-Sep-25,2,STYLE NA-701,GPC/192,-,62 X 42 X 10 MM,200.000,0.000,0.000,0.000,200.000,NOS,7-Nov-25,SPK,83.0000,16600.00,INR,,100% ADVANCE AGAINST PROFORMA INVOICE,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC.,,,16600,,00614,No,-
HI-TECH BUTTERFLY VALVES INDIA PVT. LTD,F-1046/25-26,12-Sep-25,HTBV/PO/1453,8-Sep-25,1,STYLE NA-707,GPC/18,-,33 X 20 X 6.5 MM,2000.000,2000.000,0.000,0.000,2000.000,NOS,11-Oct-25,SPK,14.3000,28600.00,INR,,100% ADVANCE AGAINST PROFORMA INVOICE,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,P05231/25-26,24-Sep-25,28600,,00614,No,-
HI-TECH BUTTERFLY VALVES INDIA PVT. LTD,F-1046/25-26,12-Sep-25,HTBV/PO/1453,8-Sep-25,2,STYLE NA-707,GPC/32,-,52 X 36 X 8 MM,2000.000,2000.000,0.000,0.000,2000.000,NOS,11-Oct-25,SPK,29.7000,59400.00,INR,,100% ADVANCE AGAINST PROFORMA INVOICE,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,P05231/25-26,24-Sep-25,59400,,00614,No,-
HUY MINH TRADING AND TECHNICAL SERVICE CO. LTD,EXP-1608A/25-26,17-Sep-25,HM/JDJ/100925,10-Sep-25,1,CODE 2477G + NA 751,-,-,68 X 42 X 14 MM,20.000,0.000,0.000,0.000,20.000,SET,15-Oct-25,SPK,78.1200,1562.40,USD,,ADVANCE AGAINST PROFORMA INVOICE,,COMBINATION PACKING RING SET CONSISTING OF 2 NOS. CODE 2477G RINGS IN SINGLE OBLIQUE CUT & 10 NOS STYLE NA 751 RINGS IN SINGLE OBLIQUE CUT,,,137491.2,,00854,No,-
HUY MINH TRADING AND TECHNICAL SERVICE CO. LTD,EXP-1608A/25-26,17-Sep-25,HM/JDJ/100925,10-Sep-25,2,STYLE NA-706T+NA-707,-,-,374 X 349 X 16 MM,4.000,0.000,0.000,0.000,4.000,SET,12-Oct-25,SPK,44.4000,177.60,USD,,ADVANCE AGAINST PROFORMA INVOICE,,COMBINATION PACKING RING SET CONSISTING OF 2 NOS. NA 706T TOP & BOTTOM AND 1 NOS. INTERMEDIATE NA 707.,,,15628.8,,00854,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,1.3,25% GLASS FILLED,255660002,-,1 X 0.625 X 0.083 INCH,25.000,25.000,0.000,0.000,25.000,NOS,17-Oct-25,POLYMER,0.7700,19.25,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,P05722/25-26,14-Oct-25,1694,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,1.4,25% GLASS FILLED,255660002,-,1 X 0.625 X 0.083 INCH,25.000,0.000,0.000,0.000,25.000,NOS,5-Dec-25,POLYMER,0.7700,19.25,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,,,1694,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,4.3,25% GLASS FILLED,255660013,-,1.125 X 0.625 X 0.073 INCH,200.000,200.000,0.000,0.000,200.000,NOS,17-Oct-25,POLYMER,1.0300,206.00,USD,,100% WITHIN 30 DAYS,,PTFE MALE ADAPTAR RING AS PER STYLE-608,P05722/25-26,14-Oct-25,18128,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,2.3,25% GLASS FILLED,255660011,-,1.125 X 0.625 X 0.083 INCH,2000.000,2000.000,0.000,0.000,2000.000,NOS,17-Oct-25,POLYMER,3.4500,6900.00,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,P05722/25-26,14-Oct-25,607200,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,3.2,25% GLASS FILLED,255660012,-,1.125 X 0.625 X 0.25 INCH,50.000,50.000,0.000,0.000,50.000,NOS,17-Oct-25,POLYMER,0.9100,45.50,USD,,100% WITHIN 30 DAYS,,PTFE FEMALE ADAPTAR RING AS PER STYLE-608,P05722/25-26,14-Oct-25,4004,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,13.3,25% GLASS FILLED,255670004,-,1.50 X 1.00 X 0.083 INCH,500.000,500.000,0.000,0.000,500.000,NOS,17-Oct-25,POLYMER,1.4700,735.00,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,P05722/25-26,14-Oct-25,64680,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,13.4,25% GLASS FILLED,255670004,-,1.50 X 1.00 X 0.083 INCH,500.000,0.000,0.000,0.000,500.000,NOS,5-Dec-25,POLYMER,1.4700,735.00,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,,,64680,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,14.3,25% GLASS FILLED,255670005,-,1.50 X 1.00 X 0.25 INCH,50.000,50.000,0.000,0.000,50.000,NOS,17-Oct-25,POLYMER,1.2500,62.50,USD,,100% WITHIN 30 DAYS,,PTFE FEMALE ADAPTAR RING AS PER STYLE-608,P05722/25-26,14-Oct-25,5500,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,14.4,25% GLASS FILLED,255670005,-,1.50 X 1.00 X 0.25 INCH,50.000,0.000,0.000,0.000,50.000,NOS,5-Dec-25,POLYMER,1.2500,62.50,USD,,100% WITHIN 30 DAYS,,PTFE FEMALE ADAPTAR RING AS PER STYLE-608,,,5500,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,17.3,25% GLASS FILLED,255670011,-,2.125 X 1.50 X 0.14 INCH,125.000,125.000,0.000,0.000,125.000,NOS,17-Oct-25,POLYMER,2.3800,297.50,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,P05722/25-26,14-Oct-25,26180,,01113,No,-
IMI CRITICAL ENGINEERING LLC,EXP-861/25-26,4-Jul-25,5100651207,1-Jul-25,17.4,25% GLASS FILLED,255670011,-,2.125 X 1.50 X 0.14 INCH,125.000,0.000,0.000,0.000,125.000,NOS,5-Dec-25,POLYMER,2.3800,297.50,USD,,100% WITHIN 30 DAYS,,PTFE V-RING AS PER STYLE-608,,,26180,,01113,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,1A,STYLE NA-707,GP4-20-10-PG,-,20 X 10 X 5 MM,120.000,0.000,0.000,0.000,120.000,SET,10-Dec-25,SPK,21.6600,2599.20,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,2599.2,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,1B,STYLE NA-707,GP4-20-10-PG,-,20 X 10 X 5 MM,120.000,0.000,0.000,0.000,120.000,SET,10-Jan-26,SPK,21.6600,2599.20,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,2599.2,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,1C,STYLE NA-707,GP4-20-10-PG,-,20 X 10 X 5 MM,80.000,0.000,0.000,0.000,80.000,SET,28-Feb-26,SPK,21.6600,1732.80,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,1732.8,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,3A,STYLE NA-707,GP4-24-14-PG,-,24 X 14 X 5 MM,105.000,0.000,0.000,0.000,105.000,SET,10-Dec-25,SPK,25.6000,2688.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,2688,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,3B,STYLE NA-707,GP4-24-14-PG,-,24 X 14 X 5 MM,105.000,0.000,0.000,0.000,105.000,SET,10-Jan-26,SPK,25.6000,2688.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,2688,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,3C,STYLE NA-707,GP4-24-14-PG,-,24 X 14 X 5 MM,70.000,0.000,0.000,0.000,70.000,SET,28-Feb-26,SPK,25.6000,1792.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,1792,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,7A,STYLE NA-707,GP4-30-20-PG,-,30 X 20 X 5 MM,60.000,0.000,0.000,0.000,60.000,SET,10-Dec-25,SPK,52.7600,3165.60,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,3165.6,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,7B,STYLE NA-707,GP4-30-20-PG,-,30 X 20 X 5 MM,60.000,0.000,0.000,0.000,60.000,SET,10-Jan-26,SPK,52.7600,3165.60,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,3165.6,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,7C,STYLE NA-707,GP4-30-20-PG,-,30 X 20 X 5 MM,60.000,0.000,0.000,0.000,60.000,SET,28-Feb-26,SPK,52.7600,3165.60,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,3165.6,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,5B,STYLE NA-707,GP4-34-22-PG,-,34 X 22 X 5 MM,90.000,0.000,0.000,0.000,90.000,SET,2-Dec-25,SPK,54.4300,4898.70,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,4898.7,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,5C,STYLE NA-707,GP4-34-22-PG,-,34 X 22 X 5 MM,90.000,0.000,0.000,0.000,90.000,SET,2-Jan-26,SPK,54.4300,4898.70,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,4898.7,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,5D,STYLE NA-707,GP4-34-22-PG,-,34 X 22 X 5 MM,60.000,0.000,0.000,0.000,60.000,SET,28-Feb-26,SPK,54.4300,3265.80,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,3265.8,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,2A,STYLE NA-701,GP2-20-10-BG,-,20 X 10 X 5 MM,105.000,0.000,0.000,0.000,105.000,SET,10-Dec-25,SPK,10.8300,1137.15,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,1137.15,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,2B,STYLE NA-701,GP2-20-10-BG,-,20 X 10 X 5 MM,105.000,0.000,0.000,0.000,105.000,SET,10-Jan-26,SPK,10.8300,1137.15,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,1137.15,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,2C,STYLE NA-701,GP2-20-10-BG,-,20 X 10 X 5 MM,70.000,0.000,0.000,0.000,70.000,SET,28-Feb-26,SPK,10.8300,758.10,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,758.1,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,4A,STYLE NA-701,GP2-24-14-BG,-,24 X 14 X 5 MM,90.000,0.000,0.000,0.000,90.000,SET,10-Dec-25,SPK,11.0400,993.60,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,993.6,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,4B,STYLE NA-701,GP2-24-14-BG,-,24 X 14 X 5 MM,90.000,0.000,0.000,0.000,90.000,SET,10-Jan-26,SPK,11.0400,993.60,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,993.6,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,4C,STYLE NA-701,GP2-24-14-BG,-,24 X 14 X 5 MM,60.000,0.000,0.000,0.000,60.000,SET,28-Feb-26,SPK,11.0400,662.40,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,662.4,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,8A,STYLE NA-701,GP2-30-20-BG,-,30 X 20 X 5 MM\,60.000,0.000,0.000,0.000,60.000,SET,10-Dec-25,SPK,39.0800,2344.80,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,2344.8,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,8B,STYLE NA-701,GP2-30-20-BG,-,30 X 20 X 5 MM\,60.000,0.000,0.000,0.000,60.000,SET,10-Jan-26,SPK,39.0800,2344.80,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,2344.8,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,8C,STYLE NA-701,GP2-30-20-BG,-,30 X 20 X 5 MM\,20.000,0.000,0.000,0.000,20.000,SET,28-Feb-26,SPK,39.0800,781.60,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,781.6,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,6B,STYLE NA-701,GP2-34-22-BG,-,34 X 22 X 5 MM,75.000,0.000,0.000,0.000,75.000,SET,2-Dec-25,SPK,36.9500,2771.25,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,2771.25,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,6C,STYLE NA-701,GP2-34-22-BG,-,34 X 22 X 5 MM,75.000,0.000,0.000,0.000,75.000,SET,2-Jan-26,SPK,36.9500,2771.25,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,2771.25,,00079,No,-
INDITECH VALVES PVT LTD,F-1061/25-26,11-Sep-25,ARC-25-00033,3-Sep-25,6D,STYLE NA-701,GP2-34-22-BG,-,34 X 22 X 5 MM,50.000,0.000,0.000,0.000,50.000,SET,28-Feb-26,SPK,36.9500,1847.50,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,1847.5,,00079,No,-
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,1,STYLE NA-707,GP4-20-10-PG,-,20 X 10 X 5 MM,480.000,330.000,330.000,0.000,150.000,SET,7-Nov-25,SPK,21.6600,3249.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,3249,,00079,No,WE WILL DESPATCH 80 SETS IN EACH MONTH FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,3,STYLE NA-707,GP4-24-14-PG,-,24 X 14 X 5 MM,420.000,230.000,230.000,0.000,190.000,SET,7-Nov-25,SPK,25.6000,4864.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,4864,,00079,No,WE WILL DESPATCH 70 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,7,STYLE NA-707,GP4-30-20-PG,-,30 X 20 X 5 MM,270.000,170.000,170.000,0.000,100.000,SET,7-Nov-25,SPK,52.7600,5276.00,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,5276,,00079,No,WE WILL DESPATCH 45 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,5,STYLE NA-707,GP4-34-22-PG,-,34 X 22 X 5 MM,360.000,200.000,200.000,0.000,160.000,SET,7-Nov-25,SPK,54.4300,8708.80,INR,,WITHIN 30 DAYS,,FLEXIBLE PURE GRAPHITE COMPRESSED GLAND PACKING RING IN ENDLESS FORM HAVING DENSITY 1.6 G/CC,,,8708.8,,00079,No,WE WILL DESPATCH 60 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,2,STYLE NA-701,GP2-20-10-BG,-,20 X 10 X 5 MM,420.000,310.000,310.000,0.000,110.000,SET,7-Nov-25,SPK,10.8300,1191.30,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,1191.3,,00079,No,WE WILL DESPATCH 70 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,4,STYLE NA-701,GP2-24-14-BG,-,24 X 14 X 5 MM,360.000,240.000,240.000,0.000,120.000,SET,7-Nov-25,SPK,11.0400,1324.80,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,1324.8,,00079,No,WE WILL DESPATCH 60 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,8,STYLE NA-701,GP2-30-20-BG,-,30 X 20 X 5 MM,210.000,120.000,120.000,0.000,90.000,SET,7-Nov-25,SPK,39.0800,3517.20,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,3517.2,,00079,No,WE WILL DESPATCH 35 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
INDITECH VALVES PVT LTD,F-267/25-26,9-Jun-25,ARC-25-00010,30-Apr-25,6,STYLE NA-701,GP2-34-22-BG,-,34 X 22 X 5 MM,300.000,200.000,200.000,0.000,100.000,SET,7-Nov-25,SPK,36.9500,3695.00,INR,,WITHIN 30 DAYS,,EXPANDED PURE GRAPHITE BRAIDED GLAND PACKING RING SET REINFORCED WITH INCONEL WIRE AND WITH INCORPORATION OF SACRIFICIAL METAL CORROSION INHIBITOR IN SINGLE OBLIQUE CUT HAVING DENSITY 1.35 TO 1.45 G/CC,,,3695,,00079,No,WE WILL DESPATCH 50 SETS IN EACH MONTH STARTING FROM JUNE 25 TO NOV. 25
